,,,,,,,,,,,,
Quality Control Table,,,,,,,,,,,,
Kit ID,NMID,Client Label,Sample Type,Volume Filtered,Date Received,DNA Amplified,Sequencing QC,Target OTUs Detected,% Target,% Non-Target,Reported,Comment
SOS-01-04053,29851,2023 S WH P2 S2,Client Sample,NA,28/3/23,Yes,Yes,Yes,31.1,68.9,Yes,Sample reported
SOS-01-04054,29852,2023 S WH P2 S3,Client Sample,NA,28/3/23,Yes,Yes,Yes,44.2,55.8,Yes,Sample reported
SOS-01-04055,29853,2023 S WH P2 S4,Client Sample,NA,28/3/23,Yes,Yes,Yes,50.2,49.8,Yes,Sample reported
SOS-01-04056,29854,2023 S WH P2 S5,Client Sample,NA,28/3/23,Yes,Yes,Yes,93,7,Yes,Sample reported
SOS-01-04057,29855,2023 S WH P3 S1,Client Sample,NA,28/3/23,Yes,Yes,Yes,80.2,19.8,Yes,Sample reported
SOS-01-04058,29856,2023 S WH P3 S2,Client Sample,NA,28/3/23,Yes,Yes,Yes,69.7,30.3,Yes,Sample reported
SOS-01-04059,29857,2023 S WH P3 S3,Client Sample,NA,28/3/23,Yes,Yes,Yes,83.6,16.4,Yes,Sample reported
SOS-01-04060,29858,2023 S WH P3 S4,Client Sample,NA,28/3/23,Yes,Yes,Yes,48.9,51.1,Yes,Sample reported
SOS-01-04061,29859,2023 S WH P3 S5,Client Sample,NA,28/3/23,Yes,Yes,Yes,99.1,0.9,Yes,Sample reported
SOS-01-04062,29860,2023 S WH P4 S1,Client Sample,NA,28/3/23,Yes,Yes,Yes,88,12,Yes,Sample reported
SOS-01-04063,29861,2023 S WH P4 S2,Client Sample,NA,28/3/23,Yes,Yes,Yes,58.9,41.1,Yes,Sample reported
SOS-01-04064,29862,2023 S WH P4 S3,Client Sample,NA,28/3/23,Yes,Yes,Yes,46.8,53.2,Yes,Sample reported
SOS-01-04065,29863,2023 S WH P4 S4,Client Sample,NA,28/3/23,Yes,Yes,Yes,90.4,9.6,Yes,Sample reported
SOS-01-04066,29864,2023 S WH P4 S5,Client Sample,NA,28/3/23,Yes,Yes,Yes,59.9,40.1,Yes,Sample reported
SOS-01-04067,29865,2023 S WH P5 S1,Client Sample,NA,28/3/23,Yes,Yes,Yes,73.7,26.3,Yes,Sample reported
SOS-01-04068,29866,2023 S WH P5 S2,Client Sample,NA,28/3/23,Yes,Yes,Yes,27.4,72.6,Yes,Sample reported
SOS-01-04069,29867,2023 S WH P5 S3,Client Sample,NA,28/3/23,Yes,Yes,Yes,76.8,23.2,Yes,Sample reported
SOS-01-04071,29869,2023 S WH P5 S5,Client Sample,NA,28/3/23,Yes,Yes,Yes,52.1,47.9,Yes,Sample reported
SOS-01-04072,29870,2023 S WH P6 S1,Client Sample,NA,28/3/23,Yes,Yes,Yes,78,22,Yes,Sample reported
SOS-01-04073,29871,2023 S WH P6 S2,Client Sample,NA,28/3/23,Yes,Yes,Yes,99.8,0.2,Yes,Sample reported
SOS-01-04074,29872,2023 S WH P6 S3,Client Sample,NA,28/3/23,Yes,Yes,Yes,41.8,58.2,Yes,Sample reported
SOS-01-04075,29873,2023 S WH P6 S4,Client Sample,NA,28/3/23,Yes,Yes,Yes,71.3,28.7,Yes,Sample reported
SOS-01-04076,29874,2023 S WH P6 S5,Client Sample,NA,28/3/23,Yes,Yes,Yes,85.2,14.8,Yes,Sample reported
SOS-01-04002,28483,2023 S WP P1 S1,Client Sample,NA,13/2/23,Yes,Yes,Yes,96,4,Yes,Sample reported
SOS-01-04003,28484,2023 S WP P1 S2,Client Sample,NA,13/2/23,Yes,Yes,Yes,13.9,86.1,Yes,Sample reported
SOS-01-04004,28485,2023 S WP P1 S3,Client Sample,NA,13/2/23,Yes,Yes,Yes,58.1,41.9,Yes,Sample reported
SOS-01-04005,28486,2023 S WP P1 S4,Client Sample,NA,13/2/23,Yes,Yes,Yes,49.6,50.4,Yes,Sample reported
SOS-01-04006,28487,2023 S WP P1 S5,Client Sample,NA,13/2/23,Yes,Yes,Yes,22.9,77.1,Yes,Sample reported
SOS-01-04007,28488,2023 S WP P2 S1,Client Sample,NA,13/2/23,Yes,Yes,Yes,7.1,92.9,Yes,Sample reported
SOS-01-04009,28490,2023 S WP P2 S3,Client Sample,NA,13/2/23,Yes,Yes,Yes,21.2,78.8,Yes,Sample reported
SOS-01-04010,28491,2023 S WP P2 S4,Client Sample,NA,13/2/23,Yes,Yes,Yes,38.4,61.6,Yes,Sample reported
SOS-01-04011,28492,2023 S WP P2 S5,Client Sample,NA,13/2/23,Yes,Yes,Yes,94.8,5.2,Yes,Sample reported
SOS-01-04012,28493,2023 S WP P3 S1,Client Sample,NA,13/2/23,Yes,Yes,Yes,72.9,27.1,Yes,Sample reported
SOS-01-04013,28494,2023 S WP P3 S2,Client Sample,NA,13/2/23,Yes,Yes,Yes,87.8,12.2,Yes,Sample reported
SOS-01-04014,28495,2023 S WP P3 S3,Client Sample,NA,13/2/23,Yes,Yes,Yes,54.3,45.7,Yes,Sample reported
SOS-01-04015,28496,2023 S WP P3 S4,Client Sample,NA,13/2/23,Yes,Yes,Yes,99.5,0.5,Yes,Sample reported
SOS-01-04016,28497,2023 S WP P3 S5,Client Sample,NA,13/2/23,Yes,Yes,Yes,19.4,80.6,Yes,Sample reported
SOS-01-04017,28498,2023 S WP P4 S1,Client Sample,NA,13/2/23,Yes,Yes,Yes,35.7,64.3,Yes,Sample reported
SOS-01-04018,28499,2023 S WP P4 S2,Client Sample,NA,13/2/23,Yes,Yes,Yes,86.9,13.1,Yes,Sample reported
SOS-01-04019,28500,2023 S WP P4 S3,Client Sample,NA,13/2/23,Yes,Yes,Yes,93.1,6.9,Yes,Sample reported
SOS-01-04020,28501,2023 S WP P4 S4,Client Sample,NA,13/2/23,Yes,Yes,Yes,86.5,13.5,Yes,Sample reported
SOS-01-04021,28502,2023 S WP P4 S5,Client Sample,NA,13/2/23,Yes,Yes,Yes,13.6,86.4,Yes,Sample reported
SOS-01-04022,28503,2023 S WP P5 S1,Client Sample,NA,13/2/23,Yes,Yes,Yes,53.6,46.4,Yes,Sample reported
SOS-01-04023,28504,2023 S WP P5 S2,Client Sample,NA,13/2/23,Yes,Yes,Yes,37.2,62.8,Yes,Sample reported
SOS-01-04024,28505,2023 S WP P5 S3,Client Sample,NA,13/2/23,Yes,Yes,Yes,76.4,23.6,Yes,Sample reported
SOS-01-04025,28506,2023 S WP P5 S4,Client Sample,NA,13/2/23,Yes,Yes,Yes,23.2,76.8,Yes,Sample reported
SOS-01-04026,28507,2023 S WP P5 S5,Client Sample,NA,13/2/23,Yes,Yes,Yes,80.5,19.5,Yes,Sample reported
SOS-01-04027,28508,2023 S WP P6 S1,Client Sample,NA,13/2/23,Yes,Yes,Yes,58.4,41.6,Yes,Sample reported
SOS-01-04028,28509,2023 S WP P6 S2,Client Sample,NA,13/2/23,Yes,Yes,Yes,5.3,94.7,Yes,Sample reported
SOS-01-04029,28510,2023 S WP P6 S3,Client Sample,NA,13/2/23,Yes,Yes,Yes,3,97,Yes,Sample reported
SOS-01-04030,28511,2023 S WP P6 S4,Client Sample,NA,13/2/23,Yes,Yes,Yes,31.1,68.9,Yes,Sample reported
SOS-01-04031,28512,2023 S WP P6 S5,Client Sample,NA,13/2/23,Yes,Yes,Yes,22.6,77.4,Yes,Sample reported
SOS-01-04032,28513,2023 S WP P7 S1,Client Sample,NA,13/2/23,Yes,Yes,Yes,2.3,97.7,Yes,Sample reported
SOS-01-04033,28514,2023 S WP P7 S2,Client Sample,NA,13/2/23,Yes,Yes,Yes,10.5,89.5,Yes,Sample reported
SOS-01-04034,28515,2023 S WP P7 S3,Client Sample,NA,13/2/23,Yes,Yes,Yes,97.1,2.9,Yes,Sample reported
SOS-01-04035,28516,2023 S WP P7 S4,Client Sample,NA,13/2/23,Yes,Yes,Yes,10.8,89.2,Yes,Sample reported
SOS-01-04036,28517,2023 S WP P7 S5,Client Sample,NA,13/2/23,Yes,Yes,Yes,26.4,73.6,Yes,Sample reported
SOS-01-04037,28518,2023 S WP P8 S1,Client Sample,NA,13/2/23,Yes,Yes,Yes,10.6,89.4,Yes,Sample reported
SOS-01-04038,28519,2023 S WP P8 S2,Client Sample,NA,13/2/23,Yes,Yes,Yes,25.2,74.8,Yes,Sample reported
SOS-01-04039,28520,2023 S WP P8 S3,Client Sample,NA,13/2/23,Yes,Yes,Yes,25.1,74.8,Yes,Sample reported
SOS-01-04040,28521,2023 S WP P8 S4,Client Sample,NA,13/2/23,Yes,Yes,Yes,75.5,24.6,Yes,Sample reported
SOS-01-04041,28522,2023 S WP P8 S5,Client Sample,NA,13/2/23,Yes,Yes,Yes,58.3,41.7,Yes,Sample reported
SOS-01-04042,28523,2023 S WP P9 S1,Client Sample,NA,13/2/23,Yes,Yes,Yes,66.5,33.5,Yes,Sample reported
SOS-01-04043,28524,2023 S WP P9 S2,Client Sample,NA,13/2/23,Yes,Yes,Yes,57.5,42.5,Yes,Sample reported
SOS-01-04044,28525,2023 S WP P9 S3,Client Sample,NA,13/2/23,Yes,Yes,Yes,59.5,40.5,Yes,Sample reported
SOS-01-04045,28526,2023 S WP P9 S4,Client Sample,NA,13/2/23,Yes,Yes,Yes,91.7,8.3,Yes,Sample reported
SOS-01-04046,28527,2023 S WP P9 S5,Client Sample,NA,13/2/23,Yes,Yes,Yes,6.8,93.2,Yes,Sample reported
SSC-01-00702,29087,2023 W BH1 P1 S1,Client Sample,NA,08/3/23,Yes,Yes,Yes,87.4,12.6,Yes,Sample reported
SSC-01-00714,29088,2023 W BH1 P1 S2,Client Sample,NA,08/3/23,Yes,Yes,Yes,95.1,4.9,Yes,Sample reported
SSC-01-00712,29089,2023 W BH1 P1 S3,Client Sample,NA,08/3/23,Yes,Yes,Yes,99.3,0.7,Yes,Sample reported
SSC-01-00731,29090,2023 W BH1 P1 S4,Client Sample,NA,08/3/23,Yes,Yes,Yes,88.4,11.6,Yes,Sample reported
SSC-01-00728,29132,2023 W BH1 P10 S1,Client Sample,NA,08/3/23,Yes,Yes,Yes,97.1,2.9,Yes,Sample reported
SSC-01-00706,29133,2023 W BH1 P10 S2,Client Sample,NA,08/3/23,Yes,Yes,Yes,97.7,2.3,Yes,Sample reported
SSC-01-00715,29134,2023 W BH1 P10 S3,Client Sample,NA,08/3/23,Yes,Yes,Yes,72.5,27.5,Yes,Sample reported
SSC-01-00729,29135,2023 W BH1 P10 S4,Client Sample,NA,08/3/23,Yes,Yes,Yes,96,4,Yes,Sample reported
SSC-01-00721,29136,2023 W BH1 P10 S5,Client Sample,NA,08/3/23,Yes,Yes,Yes,99,1,Yes,Sample reported
SSC-01-00723,29092,2023 W BH1 P2 S1,Client Sample,NA,08/3/23,Yes,Yes,Yes,97.3,2.7,Yes,Sample reported
SSC-01-00726,29093,2023 W BH1 P2 S2,Client Sample,NA,08/3/23,Yes,Yes,Yes,78.1,21.9,Yes,Sample reported
SSC-01-00720,29094,2023 W BH1 P2 S3,Client Sample,NA,08/3/23,Yes,Yes,Yes,71.7,28.3,Yes,Sample reported
SSC-01-00716,29095,2023 W BH1 P2 S4,Client Sample,NA,08/3/23,Yes,Yes,Yes,98.9,1.1,Yes,Sample reported
SSC-01-00730,29096,2023 W BH1 P2 S5,Client Sample,NA,08/3/23,Yes,Yes,Yes,99.1,0.9,Yes,Sample reported
SSC-01-00718,29097,2023 W BH1 P3 S1,Client Sample,NA,08/3/23,Yes,Yes,Yes,94.1,5.9,Yes,Sample reported
SSC-01-00724,29098,2023 W BH1 P3 S2,Client Sample,NA,08/3/23,Yes,Yes,Yes,88.9,11.1,Yes,Sample reported
SSC-01-00697,29099,2023 W BH1 P3 S3,Client Sample,NA,08/3/23,Yes,Yes,Yes,97,3,Yes,Sample reported
SSC-01-00725,29100,2023 W BH1 P3 S4,Client Sample,NA,08/3/23,Yes,Yes,Yes,98.8,1.2,Yes,Sample reported
SSC-01-00727,29101,2023 W BH1 P3 S5,Client Sample,NA,08/3/23,Yes,Yes,Yes,37.1,62.9,Yes,Sample reported
SSC-01-00704,29102,2023 W BH1 P4 S1,Client Sample,NA,08/3/23,Yes,Yes,Yes,95.2,4.8,Yes,Sample reported
SSC-01-00705,29103,2023 W BH1 P4 S2,Client Sample,NA,08/3/23,Yes,Yes,Yes,65.8,34.2,Yes,Sample reported
SSC-01-00722,29104,2023 W BH1 P4 S3,Client Sample,NA,08/3/23,Yes,Yes,Yes,49.5,50.5,Yes,Sample reported
SSC-01-00703,29105,2023 W BH1 P4 S4,Client Sample,NA,08/3/23,Yes,Yes,Yes,95,5,Yes,Sample reported
SSC-01-00700,29106,2023 W BH1 P4 S5,Client Sample,NA,08/3/23,Yes,Yes,Yes,97.9,2.1,Yes,Sample reported
SSC-01-00701,29107,2023 W BH1 P5 S1,Client Sample,NA,08/3/23,Yes,Yes,Yes,94.6,5.4,Yes,Sample reported
SSC-01-00707,29108,2023 W BH1 P5 S2,Client Sample,NA,08/3/23,Yes,Yes,Yes,39.7,60.3,Yes,Sample reported
SSC-01-00688,29109,2023 W BH1 P5 S3,Client Sample,NA,08/3/23,Yes,Yes,Yes,58.5,41.5,Yes,Sample reported
SSC-01-00709,29110,2023 W BH1 P5 S4,Client Sample,NA,08/3/23,Yes,Yes,Yes,31.8,68.2,Yes,Sample reported
SSC-01-00698,29111,2023 W BH1 P5 S5,Client Sample,NA,08/3/23,Yes,Yes,Yes,98.5,1.5,Yes,Sample reported
SSC-01-00708,29112,2023 W BH1 P6 S1,Client Sample,NA,08/3/23,Yes,Yes,Yes,60.2,39.8,Yes,Sample reported
SSC-01-00694,29113,2023 W BH1 P6 S2,Client Sample,NA,08/3/23,Yes,Yes,Yes,63.3,36.7,Yes,Sample reported
SSC-01-00696,29114,2023 W BH1 P6 S3,Client Sample,NA,08/3/23,Yes,Yes,Yes,99.3,0.7,Yes,Sample reported
SSC-01-00711,29115,2023 W BH1 P6 S4,Client Sample,NA,08/3/23,Yes,Yes,Yes,89,11,Yes,Sample reported
SSC-01-00699,29116,2023 W BH1 P6 S5,Client Sample,NA,08/3/23,Yes,Yes,Yes,75.5,24.4,Yes,Sample reported
SSC-01-00719,29117,2023 W BH1 P7 S1,Client Sample,NA,08/3/23,Yes,Yes,Yes,99.2,0.8,Yes,Sample reported
SSC-01-00713,29118,2023 W BH1 P7 S2,Client Sample,NA,08/3/23,Yes,Yes,Yes,91,9,Yes,Sample reported
SSC-01-00683,29119,2023 W BH1 P7 S3,Client Sample,NA,08/3/23,Yes,Yes,Yes,75.6,24.4,Yes,Sample reported
SSC-01-00685,29120,2023 W BH1 P7 S4,Client Sample,NA,08/3/23,Yes,Yes,Yes,41.7,58.3,Yes,Sample reported
SSC-01-00687,29121,2023 W BH1 P7 S5,Client Sample,NA,08/3/23,Yes,Yes,Yes,59,41,Yes,Sample reported
SSC-01-00690,29122,2023 W BH1 P8 S1,Client Sample,NA,08/3/23,Yes,Yes,Yes,96.1,3.9,Yes,Sample reported
SSC-01-00689,29123,2023 W BH1 P8 S2,Client Sample,NA,08/3/23,Yes,Yes,Yes,89.6,10.4,Yes,Sample reported
SSC-01-00695,29124,2023 W BH1 P8 S3,Client Sample,NA,08/3/23,Yes,Yes,Yes,44.4,55.6,Yes,Sample reported
SSC-01-00692,29125,2023 W BH1 P8 S4,Client Sample,NA,08/3/23,Yes,Yes,Yes,64.1,35.9,Yes,Sample reported
SSC-01-00686,29126,2023 W BH1 P8 S5,Client Sample,NA,08/3/23,Yes,Yes,Yes,69.2,30.9,Yes,Sample reported
SSC-01-00691,29127,2023 W BH1 P9 S1,Client Sample,NA,08/3/23,Yes,Yes,Yes,32.3,67.7,Yes,Sample reported
SSC-01-00717,29128,2023 W BH1 P9 S2,Client Sample,NA,08/3/23,Yes,Yes,Yes,88.5,11.5,Yes,Sample reported
SSC-01-00693,29129,2023 W BH1 P9 S3,Client Sample,NA,08/3/23,Yes,Yes,Yes,98.7,1.3,Yes,Sample reported
SSC-01-00684,29130,2023 W BH1 P9 S4,Client Sample,NA,08/3/23,Yes,Yes,Yes,7.7,92.3,Yes,Sample reported
SSC-01-00682,29131,2023 W BH1 P9 S5,Client Sample,NA,08/3/23,Yes,Yes,Yes,97.9,2.1,Yes,Sample reported
SSC-01-00784,29137,2023 W FD1 P1 S1,Client Sample,NA,08/3/23,Yes,Yes,Yes,95.6,4.4,Yes,Sample reported
SSC-01-00762,29138,2023 W FD1 P1 S2,Client Sample,NA,08/3/23,Yes,Yes,Yes,47.5,52.5,Yes,Sample reported
SSC-01-00763,29139,2023 W FD1 P1 S3,Client Sample,NA,08/3/23,Yes,Yes,Yes,83.3,16.7,Yes,Sample reported
SSC-01-00765,29140,2023 W FD1 P1 S4,Client Sample,NA,08/3/23,Yes,Yes,Yes,81.2,18.8,Yes,Sample reported
SSC-01-00764,29141,2023 W FD1 P1 S5,Client Sample,NA,08/3/23,Yes,Yes,Yes,97.1,2.9,Yes,Sample reported
SSC-01-00780,29142,2023 W FD1 P2 S1,Client Sample,NA,08/3/23,Yes,Yes,Yes,97.2,2.8,Yes,Sample reported
SSC-01-00775,29143,2023 W FD1 P2 S2,Client Sample,NA,08/3/23,Yes,Yes,Yes,96.6,3.4,Yes,Sample reported
SSC-01-00768,29144,2023 W FD1 P2 S3,Client Sample,NA,08/3/23,Yes,Yes,Yes,99.5,0.6,Yes,Sample reported
SSC-01-00766,29145,2023 W FD1 P2 S4,Client Sample,NA,08/3/23,Yes,Yes,Yes,95.7,4.3,Yes,Sample reported
SSC-01-00767,29146,2023 W FD1 P2 S5,Client Sample,NA,08/3/23,Yes,Yes,Yes,90.4,9.6,Yes,Sample reported
SSC-01-00770,29147,2023 W FD1 P3 S1,Client Sample,NA,08/3/23,Yes,Yes,Yes,93.6,6.4,Yes,Sample reported
SSC-01-00771,29148,2023 W FD1 P3 S2,Client Sample,NA,08/3/23,Yes,Yes,Yes,99.6,0.4,Yes,Sample reported
SSC-01-00769,29149,2023 W FD1 P3 S3,Client Sample,NA,08/3/23,Yes,Yes,Yes,91.9,8.1,Yes,Sample reported
SSC-01-00772,29150,2023 W FD1 P3 S4,Client Sample,NA,08/3/23,Yes,Yes,Yes,75.7,24.3,Yes,Sample reported
SSC-01-00773,29151,2023 W FD1 P3 S5,Client Sample,NA,08/3/23,Yes,Yes,Yes,99.1,0.9,Yes,Sample reported
SSC-01-00791,29152,2023 W FD1 P4 S1,Client Sample,NA,08/3/23,Yes,Yes,Yes,86.8,13.2,Yes,Sample reported
SSC-01-00790,29153,2023 W FD1 P4 S2,Client Sample,NA,08/3/23,Yes,Yes,Yes,81.9,18.1,Yes,Sample reported
SSC-01-00788,29154,2023 W FD1 P4 S3,Client Sample,NA,08/3/23,Yes,Yes,Yes,43.5,56.5,Yes,Sample reported
SSC-01-00786,29155,2023 W FD1 P4 S4,Client Sample,NA,08/3/23,Yes,Yes,Yes,95.5,4.5,Yes,Sample reported
SSC-01-00789,29156,2023 W FD1 P4 S5,Client Sample,NA,08/3/23,Yes,Yes,Yes,9.3,90.7,Yes,Sample reported
SSC-01-00779,29157,2023 W FD1 P5 S1,Client Sample,NA,08/3/23,Yes,Yes,Yes,95.2,4.8,Yes,Sample reported
SSC-01-00776,29158,2023 W FD1 P5 S2,Client Sample,NA,08/3/23,Yes,Yes,Yes,73.9,26.1,Yes,Sample reported
SSC-01-00774,29161,2023 W FD1 P5 S5,Client Sample,NA,08/3/23,Yes,Yes,Yes,98.6,1.4,Yes,Sample reported
SSC-01-00778,29162,2023 W FD1 P6 S1,Client Sample,NA,08/3/23,Yes,Yes,Yes,62.4,37.6,Yes,Sample reported
SSC-01-00783,29164,2023 W FD1 P6 S3,Client Sample,NA,08/3/23,Yes,Yes,Yes,92.8,7.2,Yes,Sample reported
SSC-01-00785,29165,2023 W FD1 P6 S4,Client Sample,NA,08/3/23,Yes,Yes,Yes,90.1,9.9,Yes,Sample reported
SSC-01-00781,29166,2023 W FD1 P6 S5,Client Sample,NA,08/3/23,Yes,Yes,Yes,56.4,43.6,Yes,Sample reported
SSC-01-00749,292723,2023 Y K P1 S1,Client Sample,NA,15/3/23,Yes,Yes,Yes,11,89,Yes,Sample reported
SSC-01-00750,292733,2023 Y K P1 S2,Client Sample,NA,15/3/23,Yes,Yes,Yes,52.2,47.8,Yes,Sample reported
SSC-01-00748,292713,2023 Y K P1 S3,Client Sample,NA,15/3/23,Yes,Yes,Yes,52.3,47.7,Yes,Sample reported
SSC-01-00752,292753,2023 Y K P1 S4,Client Sample,NA,15/3/23,Yes,Yes,Yes,92.1,7.9,Yes,Sample reported
SSC-01-00751,292743,2023 Y K P1 S5,Client Sample,NA,15/3/23,Yes,Yes,Yes,98.8,1.2,Yes,Sample reported
SSC-01-00747,29733,2023 Y K P2 S1,Client Sample,NA,24/3/23,Yes,Yes,Yes,53.9,46.1,Yes,Sample reported
SSC-01-00895,292833,2023 Y K P2 S2,Client Sample,NA,15/3/23,Yes,Yes,Yes,74.3,25.6,Yes,Sample reported
SSC-01-00757,29737,2023 Y K P2 S3,Client Sample,NA,24/3/23,Yes,Yes,Yes,37.4,62.6,Yes,Sample reported
SSC-01-00909,292893,2023 Y K P2 S4,Client Sample,NA,15/3/23,Yes,Yes,Yes,87.5,12.5,Yes,Sample reported
SSC-01-00753,292763,2023 Y K P2 S5,Client Sample,NA,15/3/23,Yes,Yes,Yes,99,1,Yes,Sample reported
SSC-01-00758,29738,2023 Y K P3 S1,Client Sample,NA,24/3/23,Yes,Yes,Yes,85.1,14.9,Yes,Sample reported
SSC-01-00892,29740,2023 Y K P3 S2,Client Sample,NA,24/3/23,Yes,Yes,Yes,35.8,64.2,Yes,Sample reported
SSC-01-00893,29741,2023 Y K P3 S3,Client Sample,NA,24/3/23,Yes,Yes,Yes,33.8,66.2,Yes,Sample reported
SSC-01-00891,29739,2023 Y K P3 S4,Client Sample,NA,24/3/23,Yes,Yes,Yes,91.9,8.1,Yes,Sample reported
SSC-01-00906,29765,2023 Y K P3 S5,Client Sample,NA,24/3/23,Yes,Yes,Yes,84.5,15.5,Yes,Sample reported
SSC-01-00755,29735,2023 Y K P4 S1,Client Sample,NA,24/3/23,Yes,Yes,Yes,24.1,75.9,Yes,Sample reported
SSC-01-00756,29736,2023 Y K P4 S2,Client Sample,NA,24/3/23,Yes,Yes,Yes,17.8,82.2,Yes,Sample reported
SSC-01-00754,29734,2023 Y K P4 S3,Client Sample,NA,24/3/23,Yes,Yes,Yes,83.6,16.4,Yes,Sample reported
SSC-01-00907,29766,2023 Y K P4 S5,Client Sample,NA,24/3/23,Yes,Yes,Yes,54.5,45.5,Yes,Sample reported
SSC-01-00941,29774,2023 Y LE1 P1 S1,Client Sample,NA,24/3/23,Yes,Yes,Yes,65.1,34.9,Yes,Sample reported
SSC-01-00937,29771,2023 Y LE1 P1 S2,Client Sample,NA,24/3/23,Yes,Yes,Yes,99.9,0.1,Yes,Sample reported
SSC-01-00935,29770,2023 Y LE1 P1 S3,Client Sample,NA,24/3/23,Yes,Yes,Yes,84.4,15.6,Yes,Sample reported
SSC-01-00942,29775,2023 Y LE1 P1 S4,Client Sample,NA,24/3/23,Yes,Yes,Yes,96.3,3.7,Yes,Sample reported
SSC-01-01242,29759,2023 Y LE1 P1 S5,Client Sample,NA,24/3/23,Yes,Yes,Yes,95,5,Yes,Sample reported
SSC-01-01245,29760,2023 Y LE1 P2 S1,Client Sample,NA,24/3/23,Yes,Yes,Yes,8.2,91.8,Yes,Sample reported
SSC-01-01244,29751,2023 Y LE1 P2 S2,Client Sample,NA,24/3/23,Yes,Yes,Yes,84.6,15.4,Yes,Sample reported
SSC-01-01246,29752,2023 Y LE1 P2 S3,Client Sample,NA,24/3/23,Yes,Yes,Yes,83.8,16.2,Yes,Sample reported
SSC-01-01247,29757,2023 Y LE1 P2 S4,Client Sample,NA,24/3/23,Yes,Yes,Yes,98.9,1.1,Yes,Sample reported
SSC-01-01251,29754,2023 Y LE1 P2 S5,Client Sample,NA,24/3/23,Yes,Yes,Yes,64,36,Yes,Sample reported
SSC-01-00944,29777,2023 Y LE1 P3 S1,Client Sample,NA,24/3/23,Yes,Yes,Yes,97.9,2.1,Yes,Sample reported
SSC-01-00959,29792,2023 Y LE1 P3 S2,Client Sample,NA,24/3/23,Yes,Yes,Yes,95.3,4.7,Yes,Sample reported
SSC-01-00945,29778,2023 Y LE1 P3 S3,Client Sample,NA,24/3/23,Yes,Yes,Yes,98.9,1.1,Yes,Sample reported
SSC-01-00946,29779,2023 Y LE1 P3 S4,Client Sample,NA,24/3/23,Yes,Yes,Yes,99,1,Yes,Sample reported
SSC-01-00943,29776,2023 Y LE1 P3 S5,Client Sample,NA,24/3/23,Yes,Yes,Yes,78.7,21.3,Yes,Sample reported
SSC-01-00956,29789,2023 Y LE1 P4 S1,Client Sample,NA,24/3/23,Yes,Yes,Yes,47.2,52.8,Yes,Sample reported
SSC-01-00949,29782,2023 Y LE1 P4 S2,Client Sample,NA,24/3/23,Yes,Yes,Yes,91.9,8.1,Yes,Sample reported
SSC-01-00957,29790,2023 Y LE1 P4 S3,Client Sample,NA,24/3/23,Yes,Yes,Yes,98.7,1.4,Yes,Sample reported
SSC-01-00948,29781,2023 Y LE1 P4 S4,Client Sample,NA,24/3/23,Yes,Yes,Yes,98.6,1.4,Yes,Sample reported
SSC-01-00961,29794,2023 Y LE1 P4 S5,Client Sample,NA,24/3/23,Yes,Yes,Yes,82.7,17.3,Yes,Sample reported
SSC-01-00940,29773,2023 Y LE1 P5 S1,Client Sample,NA,24/3/23,Yes,Yes,Yes,98.2,1.9,Yes,Sample reported
SSC-01-00938,29772,2023 Y LE1 P5 S2,Client Sample,NA,24/3/23,Yes,Yes,Yes,85.7,14.3,Yes,Sample reported
SSC-01-00953,29786,2023 Y LE1 P5 S3,Client Sample,NA,24/3/23,Yes,Yes,Yes,94.4,5.6,Yes,Sample reported
SSC-01-00955,29788,2023 Y LE1 P5 S4,Client Sample,NA,24/3/23,Yes,Yes,Yes,95.5,4.5,Yes,Sample reported
SSC-01-01243,29753,2023 Y LE1 P5 S5,Client Sample,NA,24/3/23,Yes,Yes,Yes,99.3,0.7,Yes,Sample reported
SSC-01-00921,29300,2023 Y NE1 P1 S2,Client Sample,NA,15/3/23,Yes,Yes,Yes,64.2,35.8,Yes,Sample reported
SSC-01-00899,29286,2023 Y NE1 P1 S3,Client Sample,NA,15/3/23,Yes,Yes,Yes,99.5,0.5,Yes,Sample reported
SSC-01-00760,29278,2023 Y NE1 P1 S4,Client Sample,NA,15/3/23,Yes,Yes,Yes,60.5,39.5,Yes,Sample reported
SSC-01-00912,29292,2023 Y NE1 P1 S5,Client Sample,NA,15/3/23,Yes,Yes,Yes,98.8,1.2,Yes,Sample reported
SSC-01-00911,29291,2023 Y NE1 P10 S1,Client Sample,NA,15/3/23,Yes,Yes,Yes,85.5,14.5,Yes,Sample reported
SSC-01-00759,29277,2023 Y NE1 P10 S4,Client Sample,NA,15/3/23,Yes,Yes,Yes,99.3,0.7,Yes,Sample reported
SSC-01-00924,29302,2023 Y NE1 P2 S1,Client Sample,NA,15/3/23,Yes,Yes,Yes,93,7,Yes,Sample reported
SSC-01-00888,29281,2023 Y NE1 P2 S2,Client Sample,NA,15/3/23,Yes,Yes,Yes,46.2,53.8,Yes,Sample reported
SSC-01-00896,29284,2023 Y NE1 P2 S3,Client Sample,NA,15/3/23,Yes,Yes,Yes,96.1,3.9,Yes,Sample reported
SSC-01-00898,29285,2023 Y NE1 P2 S4,Client Sample,NA,15/3/23,Yes,Yes,Yes,62.4,37.6,Yes,Sample reported
SSC-01-00889,29282,2023 Y NE1 P2 S5,Client Sample,NA,15/3/23,Yes,Yes,Yes,43.3,56.7,Yes,Sample reported
